Anno;ateco_2007_2cifre;descrizione_ateco_impr_2007_2cifre;ateco_2007_5cifre;descr_ateco_impr_2007_5cifre;N. imprese;N. unità locali;N.addetti_imp;N.addetti_ul
2007;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82190;Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio;375;385;1567,3;1258,31
2007;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82200;Attività dei call center;92;95;7766,26;2160,28
2007;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82300;Organizzazione di convegni e fiere;675;696;3966,27;3155,35
2007;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82911;Attività di agenzie di recupero crediti;128;134;1921,02;623,05
2007;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82912;Agenzie di informazioni commerciali;144;145;878,24;688,41
2007;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82921;Imballaggio e confezionamento di generi alimentari;8;8;187,12;57,96
2007;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82922;Confezionamento di generi non alimentari;76;82;1684,87;837,67
2007;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82991;Imprese di gestione esattoriale;8;9;1441;212,61
2007;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82992;Agenzie di distribuzione di libri, giornali e riviste;46;48;754,24;444,47
2007;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82993;Servizi di gestione di pubblici mercati e pese pubbliche;12;12;91,33;91,33
2007;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82994;Richiesta certificati e disbrigo pratiche;225;232;1200,58;694,75
2007;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE;82999;Altri servizi di supporto alle imprese nca;5655;5730;12508,62;10213,32
2007;85;ISTRUZIONE;85100;Istruzione di grado preparatorio: scuole dell'infanzia, scuole speciali collegate a quelle primarie;77;88;525,92;489,45
2007;85;ISTRUZIONE;85200;Istruzione primaria: scuole elementari;12;21;530,99;428,86
2007;85;ISTRUZIONE;85311;Istruzione secondaria di primo grado: scuole medie;3;3;104,25;90,5
2007;85;ISTRUZIONE;85312;Istruzione secondaria di secondo grado di formazione generale: licei;7;9;259,34;259,34
2007;85;ISTRUZIONE;85320;Istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica (istituti tecnici, professionali, artistici eccetera);49;50;381,03;353,1
2007;85;ISTRUZIONE;85410;Istruzione e formazione tecnica superiore (IFTS);5;5;191;15,06
2007;85;ISTRUZIONE;85420;"Istruzione universitaria e post-universitaria; accademie e conservatori";2;2;44;44
2007;85;ISTRUZIONE;85510;Corsi sportivi e ricreativi;208;208;248,59;248,59
2007;85;ISTRUZIONE;85520;Formazione culturale;107;107;157,07;155,62
2007;85;ISTRUZIONE;85530;Autoscuole, scuole di pilotaggio e nautiche;106;110;281,08;237,11
2007;85;ISTRUZIONE;85592;Corsi di formazione e corsi di aggiornamento professionale;446;461;2058,75;1161,26
2007;85;ISTRUZIONE;85593;Scuole e corsi di lingua;85;91;878,81;382,14
2007;85;ISTRUZIONE;85599;Altri servizi di istruzione nca;279;283;862,6;466,56
2007;85;ISTRUZIONE;85600;Attività di supporto all'istruzione;10;10;10,08;10,08
2007;86;ASSISTENZA SANITARIA;86101;Ospedali e case di cura generici;20;25;3069,58;2891,82
2007;86;ASSISTENZA SANITARIA;86102;Ospedali e case di cura specialistici;20;22;3050,24;1910,58
2007;86;ASSISTENZA SANITARIA;86104;Ospedali e case di cura per lunga degenza;9;12;234,33;109,49
2007;86;ASSISTENZA SANITARIA;86210;Servizi degli studi medici di medicina generale;1684;1688;1936,28;1910,56
2007;86;ASSISTENZA SANITARIA;86220;Studi medici specialistici e poliambulatori;3506;3517;4394,62;4279,94
2007;86;ASSISTENZA SANITARIA;86230;Attività degli studi odontoiatrici;1942;1959;4383,59;4021,23
2007;86;ASSISTENZA SANITARIA;86901;Laboratori di analisi cliniche, laboratori radiografici ed altri centri di diagnostica per immagini;249;273;1419,2;1021,74
2007;86;ASSISTENZA SANITARIA;86902;Attività paramediche indipendenti;1087;1091;2044,5;1649,65
2007;86;ASSISTENZA SANITARIA;86903;Attività svolta da psicologi;1596;1596;1626,15;1618,12
2007;86;ASSISTENZA SANITARIA;86904;Servizi di ambulanza, delle banche del sangue e altri servizi sanitari nca;33;34;421,77;154,75
2007;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE;87100;Strutture di assistenza infermieristica residenziale per anziani;34;56;9371,31;2074,46
2007;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE;87200;Strutture di assistenza residenziale per persone affette da ritardi mentali, disturbi mentali o che abusano di sostanze stupefacenti;2;2;2;2
2007;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE;87300;Strutture di assistenza residenziale per anziani e disabili;52;61;7776,82;998,55
2007;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE;87900;Altre strutture di assistenza sociale residenziale;9;16;736,17;606,95
2007;88;ASSISTENZA SOCIALE NON RESIDENZIALE;88100;Assistenza sociale non residenziale per anziani e disabili;147;164;5336,15;2267,77
2007;88;ASSISTENZA SOCIALE NON RESIDENZIALE;88910;Servizi di asili nido e assistenza diurna per minori disabili;35;40;603,92;272,82
2007;88;ASSISTENZA SOCIALE NON RESIDENZIALE;88990;Altre attività di assistenza sociale non residenziale nca;17;17;370,58;193,47
2007;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO;90010;Rappresentazioni artistiche;1792;1794;2447,24;2381,27
2007;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO;90020;Attività di supporto alle rappresentazioni artistiche;396;401;688,22;622,04
2007;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO;90030;Creazioni artistiche e letterarie;984;988;1389,84;1357,73
2007;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO;90040;Gestione di teatri, sale da concerto e altre strutture artistiche;50;55;378,62;352,39
2007;91;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI;91010;Attività di biblioteche ed archivi;25;27;257,69;239,31
2007;91;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI;91020;Attività di musei;3;3;6,33;6,33
2007;91;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI;91040;Attività degli orti botanici, dei giardini zoologici e delle riserve naturali;2;2;2;2
2007;92;ATTIVITÀ RIGUARDANTI LE LOTTERIE, LE SCOMMESSE, LE CASE DA GIOCO;92000;Attività riguardanti le lotterie, le scommesse, le case da gioco;87;103;1933,42;792,11
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93111;Gestione di stadi;1;1;1;1
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93112;Gestione di piscine;8;8;31,25;18,09
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93113;Gestione di impianti sportivi polivalenti;34;36;268,89;175,17
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93119;Gestione di altri impianti sportivi nca;35;59;398,72;320,57
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93120;Attività di club sportivi;32;37;396,75;349,73
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93130;Gestione di palestre;128;134;540,44;335,83
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93191;Enti e organizzazioni sportive, promozione di eventi sportivi;86;89;371,57;296,76
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93199;Altre attività sportive nca;77;77;113,42;87,47
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93210;Parchi di divertimento e parchi tematici;7;7;33;26,58
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93291;Discoteche, sale da ballo night-club e simili;79;99;594,32;512,07
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93292;Gestione di stabilimenti balneari: marittimi, lacuali e fluviali;9;10;108,83;41,31
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93293;Sale giochi e biliardi;25;27;327,2;143,23
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93299;Altre attività di intrattenimento e di divertimento nca;357;363;1206,69;815,65
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95110;Riparazione e manutenzione di computer e periferiche;131;135;1263,82;648,03
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95120;Riparazione e manutenzione di apparecchiature per le comunicazioni;96;101;395,24;313,07
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95210;Riparazione di prodotti elettronici di consumo audio e video;56;56;130,89;116,52
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95220;Riparazione di elettrodomestici e di articoli per la casa e il giardinaggio;84;85;247,91;237,57
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95230;Riparazione di calzature e articoli da viaggio in pelle, cuoio o in altri materiali simili;177;181;449,34;229,12
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95240;Riparazione di mobili e di oggetti di arredamento;82;85;138,24;122,67
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95250;Riparazione di orologi e di gioielli;123;124;201,83;201,83
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95290;Riparazione di altri beni per uso personale e per la casa;434;444;836,34;770,45
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96011;Attività delle lavanderie industriali;48;49;890,33;165,08
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96012;Altre lavanderie, tintorie;705;714;1158,15;1083,08
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96020;Servizi degli acconciatori, manicure, pedicure e trattamenti estetici;2968;3014;7797,09;7282,27
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96030;Servizi di pompe funebri e attività connesse;70;77;423,94;332,06
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96041;Servizi di centri per il benessere fisico (esclusi gli stabilimenti termali);322;338;1155,06;830,01
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96042;Stabilimenti termali;4;4;14,75;9,58
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96090;Altre attività di servizi per la persona nca;657;665;2084,54;1584,2
2008;6;ESTRAZIONE DI PETROLIO GREGGIO E DI GAS NATURALE;6200;Estrazione di gas naturale;2;5;12868;1158,49
2008;7;ESTRAZIONE DI MINERALI METALLIFERI;7290;Estrazione di altri minerali metalliferi non ferrosi;1;1;2;1
2008;8;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;8110;Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia;6;6;51,33;28,3
2008;8;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;8120;"Estrazione di ghiaia, sabbia; estrazione di argille e caolino";16;17;179,42;92,15
2008;8;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;8930;Estrazione di sale;2;2;268;26,28
2008;8;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;8990;Estrazione di altri minerali nca;5;5;315,83;27,89
2008;9;ATTIVITÀ DEI SERVIZI DI SUPPORTO ALL'ESTRAZIONE;9100;Attività di supporto all'estrazione di petrolio e di gas naturale;4;4;82,97;39,6
2008;10;INDUSTRIE ALIMENTARI;10110;Produzione di carne non di volatili e di prodotti della macellazione (attività dei mattatoi);11;11;254,5;24,62
2008;10;INDUSTRIE ALIMENTARI;10130;Produzione di prodotti a base di carne (compresa la carne di volatili);13;13;904,76;40,94
2008;10;INDUSTRIE ALIMENTARI;10200;Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera;3;3;606,25;58,78
2008;10;INDUSTRIE ALIMENTARI;10310;Lavorazione e conservazione delle patate;1;1;114;1,15
2008;10;INDUSTRIE ALIMENTARI;10320;Produzione di succhi di frutta e di ortaggi;3;3;11,16;4,36
2008;10;INDUSTRIE ALIMENTARI;10390;Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi);9;10;205,09;30,88
2008;10;INDUSTRIE ALIMENTARI;10411;Produzione di olio di oliva da olive prevalentemente non di produzione propria;2;2;4;4
2008;10;INDUSTRIE ALIMENTARI;10420;Produzione di margarina e di grassi commestibili simili;1;1;27;1,02
2008;10;INDUSTRIE ALIMENTARI;10511;Trattamento igienico del latte;2;2;1836;4,83
2008;10;INDUSTRIE ALIMENTARI;10512;Produzione dei derivati del latte;17;17;3257,17;853,63
2008;10;INDUSTRIE ALIMENTARI;10520;Produzione di gelati senza vendita diretta al pubblico;12;12;165,99;55,42
2008;10;INDUSTRIE ALIMENTARI;10611;Molitura del frumento;1;1;1;1
2008;10;INDUSTRIE ALIMENTARI;10613;Lavorazione del riso;4;4;144;72,33
2008;10;INDUSTRIE ALIMENTARI;10620;Produzione di amidi e di prodotti amidacei (compresa produzione di olio di mais);2;2;664;108,31
2008;10;INDUSTRIE ALIMENTARI;10711;Produzione di prodotti di panetteria freschi;467;485;2220,16;1958,73
2008;10;INDUSTRIE ALIMENTARI;10712;Produzione di pasticceria fresca;75;79;577,55;336,67
2008;10;INDUSTRIE ALIMENTARI;10720;"Produzione di fette biscottate, biscotti; prodotti di pasticceria conservati";11;14;1088,24;473,89
2008;10;INDUSTRIE ALIMENTARI;10730;Produzione di paste alimentari, di cuscus e di prodotti farinacei simili;40;41;129,77;93,76
2008;10;INDUSTRIE ALIMENTARI;10810;Produzione di zucchero;1;1;1;1
2008;10;INDUSTRIE ALIMENTARI;10820;Produzione di cacao in polvere, cioccolato, caramelle e confetterie;22;22;5153,99;1617,77
2008;10;INDUSTRIE ALIMENTARI;10830;Lavorazione del tè e del caffè;21;21;313,51;103,73
2008;10;INDUSTRIE ALIMENTARI;10840;Produzione di condimenti e spezie;5;5;66;62,27
2008;10;INDUSTRIE ALIMENTARI;10850;Produzione di pasti e piatti pronti (preparati, conditi, cucinati e confezionati);17;17;57,76;50,73
2008;10;INDUSTRIE ALIMENTARI;10860;Produzione di preparati omogeneizzati e di alimenti dietetici;10;11;1221,5;110,52
2008;10;INDUSTRIE ALIMENTARI;10890;Produzione di altri prodotti alimentari nca;46;51;289,42;209,37
2008;10;INDUSTRIE ALIMENTARI;10910;Produzione di mangimi per l'alimentazione degli animali da allevamento;3;3;136;77,3
2008;10;INDUSTRIE ALIMENTARI;10920;Produzione di prodotti per l'alimentazione degli animali da compagnia;2;2;31;2,92
2008;11;INDUSTRIA DELLE BEVANDE;11010;Distillazione, rettifica e miscelatura degli alcolici;8;9;554,83;305,56
2008;11;INDUSTRIA DELLE BEVANDE;11021;Produzione di vini da tavola e v.p.q.r.d.;7;7;65,17;10,28
2008;11;INDUSTRIA DELLE BEVANDE;11022;Produzione di vino spumante e altri vini speciali;1;1;49;5,2
2008;11;INDUSTRIA DELLE BEVANDE;11050;Produzione di birra;2;2;979,92;402,38
2008;11;INDUSTRIA DELLE BEVANDE;11070;Industria delle bibite analcoliche, delle acque minerali e di altre acque in bottiglia;9;10;5044,33;818,79
2008;13;INDUSTRIE TESSILI;13100;Preparazione e filatura di fibre tessili;31;31;1783;258,4
2008;13;INDUSTRIE TESSILI;13200;Tessitura;31;41;4197,5;455,62
2008;13;INDUSTRIE TESSILI;13300;Finissaggio dei tessili;29;29;653,92;220,45
2008;13;INDUSTRIE TESSILI;13910;Fabbricazione di tessuti a maglia;14;16;204,66;56,63
2008;13;INDUSTRIE TESSILI;13921;Confezionamento di biancheria da letto, da tavola e per l'arredamento;70;80;1143,81;259,65
2008;13;INDUSTRIE TESSILI;13922;Fabbricazione di articoli in materie tessili nca;52;53;196,59;127,17
2008;13;INDUSTRIE TESSILI;13930;Fabbricazione di tappeti e moquette;2;2;3,17;3,17
2008;13;INDUSTRIE TESSILI;13940;Fabbricazione di spago, corde, funi e reti;5;5;55,42;21,25
2008;13;INDUSTRIE TESSILI;13950;Fabbricazione di tessuti non tessuti e di articoli in tali materie, esclusi gli articoli di abbigliamento;8;8;579,75;111,76
2008;13;INDUSTRIE TESSILI;13961;Fabbricazione di nastri, etichette e passamanerie di fibre tessili;13;13;202,25;91,38
2008;13;INDUSTRIE TESSILI;13962;Fabbricazione di altri articoli tessili tecnici ed industriali;48;48;402,91;117,59
2008;13;INDUSTRIE TESSILI;13991;Fabbricazione di ricami;24;24;148,58;65,35
2008;13;INDUSTRIE TESSILI;13992;Fabbricazione di tulle, pizzi e merletti;3;3;49,91;36,16
2008;13;INDUSTRIE TESSILI;13999;Fabbricazione di feltro e articoli tessili diversi;3;3;3;3
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14110;Confezione di abbigliamento in pelle e similpelle;23;24;151,09;59,64
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14120;Confezione di camici, divise ed altri indumenti da lavoro;21;21;187,93;128,5
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14131;Confezione in serie di abbigliamento esterno;391;452;30542,93;1933,52
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14132;Sartoria e confezione su misura di abbigliamento esterno;197;202;1130,45;510,24
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14140;Confezione di camice, T-shirt, corsetteria e altra biancheria intima;75;93;3445,17;332,18
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14191;Confezioni varie e accessori per l'abbigliamento;215;226;2952,6;686,07
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14192;Confezioni di abbigliamento sportivo o indumenti particolari;60;65;790,68;419,29
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14200;Confezione di articoli in pelliccia;89;90;274,76;190,09
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14310;Fabbricazione di articoli di calzetteria in maglia;11;11;224,59;44,32
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14390;Fabbricazione di pullover, cardigan ed altri articoli simili a maglia;82;90;2161,8;266,9
2008;15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;15110;"Preparazione e concia del cuoio e pelle; preparazione e tintura di pellicce";8;9;112,49;20,71
2008;15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;15120;Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria;245;261;5592,48;1711,34
2008;15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;15201;Fabbricazione di calzature;74;96;9124,42;470,2
2008;15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;15202;Fabbricazione di parti in cuoio per calzature;13;13;99,49;36,17
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16100;Taglio e piallatura del legno;50;50;128,34;81,97
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16210;Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno;23;24;186,92;46,08
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16220;Fabbricazione di pavimenti in parquet assemblato;2;2;2;2
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16231;Fabbricazione di porte e finestre in legno (escluse porte blindate);53;53;583,92;119,65
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16232;Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia;60;60;173;102,7
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16240;Fabbricazione di imballaggi in legno;16;16;111,43;76,28
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16291;Fabbricazione di prodotti vari in legno (esclusi i mobili);44;44;157,31;83,81
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16293;Fabbricazione di articoli in paglia e materiali da intreccio;2;2;6;6
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16294;Laboratori di corniciai;92;92;148,91;137,69
2008;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17110;Fabbricazione di pasta-carta;1;1;4;4
