Anno;ateco_2007_2cifre;descrizione_ateco_impr_2007_2cifre;ateco_2007_5cifre;descr_ateco_impr_2007_5cifre;N. imprese;N. unità locali;N.addetti_imp;N.addetti_ul
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26701;Fabbricazione di elementi ottici e strumenti ottici di misura, controllo e precisione;7;7;55,84;22,45
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26702;Fabbricazione di apparecchiature fotografiche e cinematografiche;7;8;174;101,44
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26800;Fabbricazione di supporti magnetici ed ottici;4;4;23,17;5,29
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27110;Fabbricazione di motori, generatori e trasformatori elettrici;55;57;1581,83;400,42
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27120;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità;54;54;5095,52;612,73
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27200;Fabbricazione di batterie di pile ed accumulatori elettrici;1;1;5,17;2,86
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27310;Fabbricazione di cavi a fibra ottica;2;3;293;291,09
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27320;Fabbricazione di altri fili e cavi elettrici ed elettronici;11;11;1592,17;327,06
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27330;Fabbricazione di attrezzature per cablaggio;18;18;525,18;103,95
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27400;Fabbricazione di apparecchiature per illuminazione;71;81;3332,49;471,95
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27510;Fabbricazione di elettrodomestici;12;12;5052,1;101,33
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27520;Fabbricazione di apparecchi per uso domestico non elettrici;3;3;39;4,45
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27900;Fabbricazione di altre apparecchiature elettriche;123;125;1246,7;674,97
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28111;Fabbricazione di motori a combustione interna, compresi parti e accessori (esclusi i motori destinati ai mezzi di trasporto su strada e ad aeromobili);2;2;1551;5,31
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28112;Fabbricazione di turbine e turboalternatori (compresi parti e accessori);13;14;3203,91;147,73
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28120;Fabbricazione di apparecchiature fluidodinamiche;13;15;950,25;275,38
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28130;Fabbricazione di altre pompe e compressori;13;13;409,15;69,89
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28140;Fabbricazione di altri rubinetti e valvole;38;40;1931,34;242,27
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28151;Fabbricazione di organi di trasmissione (esclusi quelli idraulici e quelli per autoveicoli, aeromobili e motocicli);21;22;590,25;198,16
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28152;Fabbricazione di cuscinetti a sfere;4;4;2991,5;42,93
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28211;Fabbricazione di forni, fornaci e bruciatori;20;20;118,08;66,01
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28212;Fabbricazione di caldaie per riscaldamento;7;7;49,83;30,49
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28220;Fabbricazione di macchine e apparecchi di sollevamento e movimentazione;45;46;1119,66;326,57
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28230;Fabbricazione di macchine ed attrezzature per ufficio (esclusi computer e unità periferiche);11;12;78,65;53,77
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28240;Fabbricazione di utensili portatili a motore;3;4;103,92;11,05
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28250;"Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi";51;52;1348;225,32
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28291;Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (compresi parti staccate e accessori);6;7;124,17;31,79
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28292;Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (compresi parti e accessori);59;62;1700,81;918,82
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28293;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (compresi parti e accessori);22;23;560,85;90,05
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28299;Fabbricazione di macchine di impiego generale ed altro materiale meccanico nca;84;89;1437,02;422,27
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28309;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;6;6;85,66;16,86
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28410;Fabbricazione di macchine utensili per la formatura dei metalli (compresi parti e accessori ed escluse le parti intercambiabili);13;14;270,84;129,72
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28490;Fabbricazione di altre macchine utensili (compresi parti e accessori);35;37;343,58;183,92
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28910;Fabbricazione di macchine per la metallurgia (compresi parti e accessori);44;46;1000,35;374,99
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28920;Fabbricazione di macchine da miniera, cava e cantiere (compresi parti e accessori);21;21;246,59;126,84
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28930;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (compresi parti e accessori);43;44;1788,91;183,89
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28941;Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessili, di macchine per cucire e per maglieria (compresi parti e accessori);21;21;135,84;73,19
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28942;Fabbricazione di macchine e apparecchi per l'industria delle pelli, del cuoio e delle calzature (compresi parti e accessori);3;3;75,16;37,53
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28943;Fabbricazione di apparecchiature e di macchine per lavanderie e stirerie (compresi parti e accessori);12;12;99,74;31,12
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28950;Fabbricazione di macchine per l'industria della carta e del cartone (compresi parti e accessori);11;12;135,5;61,84
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28960;Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (compresi parti e accessori);25;26;350,24;106,24
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28991;Fabbricazione di macchine per la stampa e la legatoria (compresi parti e accessori);14;15;120,41;45,96
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28992;Fabbricazione di robot industriali per usi molteplici (compresi parti e accessori);10;10;72,58;21,31
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28993;Fabbricazione di apparecchi per istituti di bellezza e centri di benessere;4;4;12,67;11,75
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28999;Fabbricazione di altre macchine per impieghi speciali nca (compresi parti e accessori);26;26;205,75;105,33
2010;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29100;Fabbricazione di autoveicoli;3;3;25160,16;4,9
2010;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29200;Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi;10;10;119,16;15,07
2010;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29310;Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli e loro motori;2;2;26,5;6,58
2010;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29320;Fabbricazione di altre parti ed accessori per autoveicoli e loro motori;37;39;804,84;446,67
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30110;Cantieri navali per costruzioni metalliche e non metalliche;16;17;173,26;134,4
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30120;Costruzione di imbarcazioni da diporto e sportive;22;22;212,08;82,86
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30200;Costruzione di materiale rotabile ferroviario, tranviario, filoviario, per metropolitane e per miniere;7;7;839,25;145,93
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30300;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi;6;6;455;374,2
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30911;Fabbricazione di motocicli e motoveicoli (compresi i motori);6;6;50;12,52
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30912;Fabbricazione di accessori e pezzi staccati per motocicli e ciclomotori;5;5;17,42;10,92
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30921;Fabbricazione e montaggio di biciclette (compresi parti e accessori);6;6;11,5;9
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30922;Fabbricazione di parti ed accessori per biciclette;2;2;15,92;2,42
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30990;Fabbricazione di veicoli a trazione manuale o animale;2;2;4;2,47
2010;31;FABBRICAZIONE DI MOBILI;31012;Fabbricazione di altri mobili per ufficio e negozi;47;49;3176,96;285,06
2010;31;FABBRICAZIONE DI MOBILI;31020;Fabbricazione di mobili per cucina;13;15;548,34;33,89
2010;31;FABBRICAZIONE DI MOBILI;31030;Fabbricazione di materassi;7;10;101,92;29,96
2010;31;FABBRICAZIONE DI MOBILI;31091;Fabbricazione di mobili per arredo domestico;58;59;1030,76;181,87
2010;31;FABBRICAZIONE DI MOBILI;31092;Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi);5;5;222,92;9,33
2010;31;FABBRICAZIONE DI MOBILI;31093;Fabbricazione di poltrone e divani;35;37;4274,24;147,99
2010;31;FABBRICAZIONE DI MOBILI;31094;Fabbricazione di parti e accessori di mobili;38;38;218;113,35
2010;31;FABBRICAZIONE DI MOBILI;31095;Finitura di mobili;16;16;51,34;31,43
2010;31;FABBRICAZIONE DI MOBILI;31099;Fabbricazione di altri mobili compresi quelli per arredo esterno;18;19;233,08;71,39
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32110;Coniazione di monete;6;6;57,76;38,43
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32121;Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi;304;321;2493,09;1351,2
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32122;Lavorazione di pietre preziose e semipreziose per gioielleria e per uso industriale;57;57;116,49;78,72
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32130;Fabbricazione di bigiotteria e articoli simili;119;123;282,33;262,22
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32200;Fabbricazione di strumenti musicali, compresi parti e accessori;19;19;67;26,5
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32300;Fabbricazione di articoli sportivi;12;12;141,25;99,52
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32401;Fabbricazione di giochi, compresi i giochi elettronici;18;18;111,33;62,84
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32402;Fabbricazione di giocattoli, compresi i tricicli e gli strumenti musicali giocattolo;7;8;35,67;23
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32501;Fabbricazione di mobili per uso medico, apparecchi medicali per diagnosi, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria (compresi parti staccate e accessori);23;24;456,17;235
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32502;Fabbricazione di protesi dentarie (compresa riparazione);561;566;1280,82;1217,54
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32503;Fabbricazione di protesi ortopediche, altre protesi ed ausili (compresa riparazione);26;28;314,35;96,43
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32504;Fabbricazione di lenti oftalmiche;5;5;411,59;205,88
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32505;"Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni";12;12;11031,59;47,83
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32910;Fabbricazione di scope e spazzole;3;3;10,33;5,83
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32991;Fabbricazione di attrezzature ed articoli di vestiario protettivi di sicurezza;8;9;69,74;28,76
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32992;Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini;18;19;242,93;83,75
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32993;Fabbricazione di oggetti di cancelleria;26;27;111,01;58,65
2010;32;ALTRE INDUSTRIE MANIFATTURIERE;32999;Fabbricazione di altri articoli nca;69;71;281,15;132,54
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33110;Riparazione e manutenzione di prodotti in metallo;60;60;267;233,2
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33121;Riparazione e manutenzione di macchine di impiego generale;27;27;84,67;83,67
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33122;Riparazione e manutenzione di forni, fornaci e bruciatori;13;14;54;42,3
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33123;Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione, esclusi ascensori;25;26;931,75;217,8
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33124;Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione;14;14;210,68;191,17
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33125;Riparazione e manutenzione di altre macchine di impiego generale;144;146;820,57;463,8
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33127;Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;3;3;6,25;4,25
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33129;Riparazione e manutenzione di altre macchine per impieghi speciali (comprese le macchine utensili);61;65;230,75;174,29
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33130;Riparazione e manutenzione di apparecchiature elettroniche ed ottiche (escluse quelle per le telecomunicazioni ed i computer);151;152;2024,81;450,76
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33140;Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici);47;49;144,33;103,51
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33150;Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori);16;16;133,74;67,81
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33160;Riparazione e manutenzione di aeromobili e di veicoli spaziali;2;2;8;8
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33170;Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori);4;4;144,33;99,86
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33190;Riparazione di altre apparecchiature;12;13;19,26;12,92
2010;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33200;Installazione di macchine ed apparecchiature industriali;267;277;6112,64;1574,38
2010;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35110;Produzione di energia elettrica;267;279;13411,16;1753,86
2010;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35120;Trasmissione di energia elettrica;2;3;3500;108,49
2010;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35130;Distribuzione di energia elettrica;4;12;20158;897,22
2010;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35140;Commercio di energia elettrica;55;64;5017,35;813,42
2010;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35210;Produzione di gas;2;2;7,92;7,13
2010;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35220;Distribuzione di combustibili gassosi mediante condotte;17;20;5709,41;626,91
2010;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35230;Commercio di gas distribuito mediante condotte;37;41;1159,85;407,03
2010;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35300;Fornitura di vapore e aria condizionata;13;18;2787,92;417,54
2010;36;RACCOLTA, TRATTAMENTO E FORNITURA DI ACQUA;36000;Raccolta, trattamento e fornitura di acqua;12;14;828,15;269,55
2010;37;GESTIONE DELLE RETI FOGNARIE;37000;Raccolta e depurazione delle acque di scarico;25;27;516,43;137,14
2010;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38110;Raccolta di rifiuti solidi non pericolosi;29;34;803,59;362,78
2010;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38120;Raccolta di rifiuti pericolosi solidi e non solidi;10;10;81,24;40,93
2010;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38210;"Trattamento e smaltimento di rifiuti non pericolosi; produzione di compost";33;46;3522,07;3482,56
2010;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38220;Trattamento e smaltimento di rifiuti pericolosi;11;13;151,75;113,81
2010;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38311;Demolizione di carcasse;7;7;23;23
2010;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38321;Recupero e preparazione per il riciclaggio di cascami e rottami metallici;22;23;201,25;73,52
2010;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38322;Recupero e preparazione per il riciclaggio di materiale plastico per produzione di materie prime plastiche, resine sintetiche;9;10;106,33;71,2
2010;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38323;Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse;31;32;460,05;184
2010;39;ATTIVITÀ DI RISANAMENTO E ALTRI SERVIZI DI GESTIONE DEI RIFIUTI;39000;Attività di risanamento e altri servizi di gestione dei rifiuti;22;22;551,75;271,89
2010;41;COSTRUZIONE DI EDIFICI;41100;Sviluppo di progetti immobiliari senza costruzione;478;487;1207,08;973,79
2010;41;COSTRUZIONE DI EDIFICI;41200;Costruzione di edifici residenziali e non residenziali;2887;2951;24870,99;13030,21
2010;42;INGEGNERIA CIVILE;42110;Costruzione di strade, autostrade e piste aeroportuali;69;71;1761,19;576,06
2010;42;INGEGNERIA CIVILE;42120;Costruzione di linee ferroviarie e metropolitane;7;7;449,17;273,61
2010;42;INGEGNERIA CIVILE;42130;Costruzione di ponti e gallerie;6;7;178,92;83,82
2010;42;INGEGNERIA CIVILE;42210;Costruzione di opere di pubblica utilità per il trasporto di fluidi;7;8;729,26;217,52
2010;42;INGEGNERIA CIVILE;42220;Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni;8;8;4628,74;686,38
2010;42;INGEGNERIA CIVILE;42910;Costruzione di opere idrauliche;6;6;120,91;73,56
2010;42;INGEGNERIA CIVILE;42990;Costruzione di altre opere di ingegneria civile nca;72;74;1156,65;641,34
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43110;Demolizione;28;29;249;80,9
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43120;Preparazione del cantiere edile e sistemazione del terreno;34;38;455,1;281,36
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43130;Trivellazioni e perforazioni;12;12;103,16;103,16
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43210;Installazione di impianti elettrici ed elettronici (compresa manutenzione e riparazione);1273;1313;6515,58;4466,37
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43220;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (compresa manutenzione e riparazione);1032;1067;7251,52;4000,68
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43290;Altri lavori di costruzione e installazione;399;411;5141,15;2411,76
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43310;Intonacatura e stuccatura;181;184;519,17;473,85
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43320;Posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili;276;277;718,15;652,83
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43330;Rivestimento di pavimenti e di muri;374;377;947,45;837,98
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43340;Tinteggiatura e posa in opera di vetri;605;608;908,28;899,05
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43390;Altri lavori di completamento e di finitura degli edifici;2794;2870;8712,96;8082,32
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43910;Realizzazione di coperture;66;69;400,21;286,9
2010;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43990;Altri lavori specializzati di costruzione nca;184;188;1937,42;1450,09
2010;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45110;Commercio di autovetture e di autoveicoli leggeri;451;522;5693,35;3567,06
2010;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45190;Commercio di altri autoveicoli;17;17;135,51;92,98
2010;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45201;Riparazioni meccaniche di autoveicoli;630;651;1632,88;1445,04
2010;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45202;Riparazione di carrozzerie di autoveicoli;308;325;1931,92;1399,73
2010;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45203;Riparazione di impianti elettrici e di alimentazione per autoveicoli;124;125;233,44;231,44
2010;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45204;Riparazione e sostituzione di pneumatici per autoveicoli;33;37;93,59;81,05
2010;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45209;Autolavaggio e altre attività di manutenzione;54;58;162,47;151,57
2010;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45310;Commercio all'ingrosso di parti e accessori di autoveicoli;219;236;1914,94;1466,58
2010;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45320;Commercio al dettaglio di parti e accessori di autoveicoli;94;98;730,66;272,3
2010;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45401;Commercio all'ingrosso e al dettaglio di motocicli e ciclomotori;106;119;468,34;363,34
2010;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45402;Commercio all'ingrosso e al dettaglio di parti e accessori per motocicli e ciclomotori;40;43;179,83;131,94
2010;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45403;Manutenzione e riparazione di motocicli e ciclomotori compresi i pneumatici;25;26;52,49;52,49
2010;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46110;"Intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati; pelli grezze";76;79;143,01;130,33
2010;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46120;Intermediari del commercio di combustibili, minerali, metalli e prodotti chimici;508;525;1047,83;965,6
2010;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46130;Intermediari del commercio di legname e materiali da costruzione;315;319;529,36;474,66
2010;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46140;Intermediari del commercio di macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio e computer;529;540;1012,65;880,89
