Regione;Provincia;Comune;Indirizzo;Categoria Patrimoniale;Codice bene;Codice compendio;Descrizione;Superficie Fondiaria area (MQ)
PIEMONTE;TORINO;CUORGNE';"CUORGNE' snc";PATRIMONIO DISPONIBILE;TO1055;TOB1133;"TERRENI";898
PIEMONTE;TORINO;EXILLES;"STRADA STATALE 24 DEL MONGINEVRO 1";PATRIMONIO DISPONIBILE;TO0235;TOB0771;"TERRENO";2316
PIEMONTE;TORINO;FENESTRELLE;"STRADA PROVINCIALE DEL COLLE DELLE FINESTRE -";PATRIMONIO INDISPONIBILE;TO0243;TOB0458;"PASCOLI";987
PIEMONTE;TORINO;FENESTRELLE;"VIA NAZIONALE  SNC";PATRIMONIO INDISPONIBILE;TO0244;TOB0459;"TERRENO";1800
PIEMONTE;TORINO;FIORANO CANAVESE;"VARIE -";PATRIMONIO DISPONIBILE;TO0577;TOB0690;"TERRENI";12930
PIEMONTE;TORINO;FOGLIZZO;"VIA SAN GIORGIO 1";PATRIMONIO DISPONIBILE;TO0596;TOB0801;"TERRENO";1830
PIEMONTE;TORINO;FORNO CANAVESE;"FRAZIONE CIMAPIASOLE 1";PATRIMONIO DISPONIBILE;TO0268;TOB0832;"TERRENO";854
PIEMONTE;TORINO;GIAGLIONE;"SENTIERO 806 -";PATRIMONIO DISPONIBILE;TO0091;TOB0694;"PASCOLO";1564
PIEMONTE;TORINO;GIAGLIONE;"SENTIERO 806A -";PATRIMONIO DISPONIBILE;TO0099;TOB0726;"RIFUGIO";558
PIEMONTE;TORINO;GIAVENO;"BORGATA OLIVA       -";PATRIMONIO DISPONIBILE;TO0031;TOB0846;"TERRENO";645
PIEMONTE;TORINO;GIAVENO;"VIA SNC";PATRIMONIO DISPONIBILE;TO0910;TOB1094;"TERRENI";36322
PIEMONTE;TORINO;GIAVENO;"Via Carso -";PATRIMONIO DISPONIBILE;TO1103;TOB1140;"TERRENO";1744
PIEMONTE;TORINO;GRAVERE;"SNC";PATRIMONIO INDISPONIBILE;TO0164;TOB0534;"TERRENO";4244
PIEMONTE;TORINO;GRUGLIASCO;"CORSO CANONICO GIUSEPPE ALLAMANO 147";PATRIMONIO INDISPONIBILE;TO0645;TOB0946;"CORTILE E CASTELLO DI MANOVRA";2952,03
PIEMONTE;TORINO;GRUGLIASCO;"STRADA DEL BAROCCHIO 71";PATRIMONIO INDISPONIBILE;TO0647;TOB0947;"AREA CORTILIZIA";8172,3
PIEMONTE;TORINO;GRUGLIASCO;"Via UnitÃš D'Italia 154";PATRIMONIO DISPONIBILE;TO1261;TOB1176;"TERRENO";26975
PIEMONTE;TORINO;GRUGLIASCO;"Via UnitÃ¸Âš D'Italia 154";PATRIMONIO DISPONIBILE;TO1262;TOB1177;"TERRENI";77289
PIEMONTE;TORINO;IVREA;"PIAZZA ALFONSO LAMARMORA snc";PATRIMONIO DISPONIBILE;TO0576;TOB0643;"EDIFICIO MILITARE";200
PIEMONTE;TORINO;IVREA;"CORSO VERCELLI 60";DEMANIO STORICO ARTISTICO;TO0535;TOD0018;"AREA ARCHEOLOGICA - ANFITEATRO ROMANO";3822
PIEMONTE;TORINO;LANZO TORINESE;"N.E. SNC";PATRIMONIO DISPONIBILE;TO0224;TOB0912;"TERRENO";2005
PIEMONTE;TORINO;LANZO TORINESE;"Regione Montebasso -";PATRIMONIO DISPONIBILE;TO1443;TOB1287;"TERRENI";31615
PIEMONTE;TORINO;LANZO TORINESE;"Regione Montebasso -";PATRIMONIO DISPONIBILE;TO1445;TOB1289;"TERRENO";5036
PIEMONTE;TORINO;LAURIANO;"SP 104 SNC";PATRIMONIO DISPONIBILE;TO0556;TOB0881;"TERRENI AGRICOLI";10460
PIEMONTE;TORINO;LAURIANO;"VIA LAURIANO 1";PATRIMONIO DISPONIBILE;TO0823;TOB1008;"TERRENO";1370
PIEMONTE;TORINO;LEMIE;"Via Sant'Anna 2";PATRIMONIO DISPONIBILE;TO1412;TOB1234;"TERRENO";340
PIEMONTE;TORINO;LEMIE;"- -";PATRIMONIO DISPONIBILE;TO1355;TOB1235;"TERRENI";1392
PIEMONTE;TORINO;LEMIE;"Via Sant'Anna 2";PATRIMONIO DISPONIBILE;TO1413;TOB1237;"TERRENI";602
PIEMONTE;TORINO;LEMIE;"Via Sant'Anna 2";PATRIMONIO DISPONIBILE;TO1414;TOB1238;"TERRENO";583
PIEMONTE;TORINO;LOCANA;"n.e. s.n.c.";PATRIMONIO DISPONIBILE;TO0059;TOB0728;"TERRENO";2380
PIEMONTE;TORINO;LOMBARDORE;"Via Torino Poligono 37";PATRIMONIO DISPONIBILE;TO1240;TOB1164;"TERRENO";1498
PIEMONTE;TORINO;MARENTINO;"STRADA VERNONE 1";PATRIMONIO DISPONIBILE;TO0821;TOB1000;"TERRENO";4669
PIEMONTE;TORINO;MASSELLO;"BORGATA MOLINO 6.986491";PATRIMONIO DISPONIBILE;TO0097;TOB0701;"TERRENO";72
PIEMONTE;TORINO;MASSELLO;"BORGATA MOLINO 6.986491";PATRIMONIO DISPONIBILE;TO0098;TOB0701;"TERRENO";1057
PIEMONTE;TORINO;MAZZE';"VIA CIMITERO 1";PATRIMONIO DISPONIBILE;TO0837;TOB1013;"TERRENO A";351
PIEMONTE;TORINO;MAZZE';"VIA CIMITERO 1";PATRIMONIO DISPONIBILE;TO0838;TOB1013;"TERRENI B";3751
PIEMONTE;TORINO;MEANA DI SUSA;"VIA PIAN BARALE -";PATRIMONIO DISPONIBILE;TO0054;TOB0667;"SEDIME STRADALE";2066
PIEMONTE;TORINO;MERCENASCO;"VIA NAZIONALE 60";PATRIMONIO DISPONIBILE;TO0575;TOB0633;"TERRENO";923
PIEMONTE;TORINO;MERCENASCO;"Strada Vicinale di Priale s.n.c";PATRIMONIO DISPONIBILE;TO0078;TOB0650;"BOSCO MISTO";491
PIEMONTE;TORINO;MOMPANTERO;"1";PATRIMONIO DISPONIBILE;TO0245;TOB0558;"TERRENO";474
PIEMONTE;TORINO;MOMPANTERO;"VIA PAMPALÙ 1";PATRIMONIO INDISPONIBILE;TO0260;TOB0783;"FORTIFICAZIONE - AREA 1";1023
PIEMONTE;TORINO;MOMPANTERO;"VIA PAMPALÙ 1";PATRIMONIO INDISPONIBILE;TO0261;TOB0783;"FORTIFICAZIONE - AREA 2";1482
PIEMONTE;TORINO;MOMPANTERO;"VIA PAMPALÙ  1";PATRIMONIO INDISPONIBILE;TO0262;TOB0783;"FORTIFICAZIONE - AREA 3";89497
PIEMONTE;TORINO;MOMPANTERO;"VIA PAMPALÙ  1";PATRIMONIO INDISPONIBILE;TO0263;TOB0783;"FORTIFICAZIONE - AREA 4";17373
PIEMONTE;TORINO;MONCALIERI;"CORSO SAVONA -";PATRIMONIO DISPONIBILE;TO0654;TOB0462;"TERRENO";13700
PIEMONTE;TORINO;MONCALIERI;"STRADA LA GORRA 1";PATRIMONIO INDISPONIBILE;TO0028;TOB0625;"SEDIME STRADALE";342
PIEMONTE;TORINO;MONCALIERI;"Corso Trieste -";PATRIMONIO DISPONIBILE;TO1378;TOB0942;"AREA URBANA";309
PIEMONTE;TORINO;MONCALIERI;"STRADA CUNIOLI ALTI 1";PATRIMONIO DISPONIBILE;TO0817;TOB0997;"TERRENO";7308
PIEMONTE;TORINO;MONCALIERI;"VIALE RIMEMBRANZA 3";DEMANIO STORICO ARTISTICO;TO0607;TOD0003;"TERRENI";98719
PIEMONTE;TORINO;MONTANARO;"VIA NICOLÒ FROLA 7";PATRIMONIO DISPONIBILE;TO0824;TOB1009;"TERRENO";20
PIEMONTE;TORINO;MONTEU DA PO;"CORSO INDUSTRIA 1";DEMANIO STORICO ARTISTICO;TO0536;TOD0035;"AREA 1 - ZONA ARCHEOLOGICA";2299
PIEMONTE;TORINO;MONTEU DA PO;"Corso Industria 1";DEMANIO STORICO ARTISTICO;TO1174;TOD0035;"AREA 2 - AREA ARCHEOLOGICA";3
PIEMONTE;TORINO;MONTEU DA PO;"CORSO INDUSTRIA 1";DEMANIO STORICO ARTISTICO;TO0537;TOD0040;"ZONA ARCHEOLOGICA";2524
PIEMONTE;TORINO;OULX;"CORSO ORTIGARA 1";PATRIMONIO DISPONIBILE;TO0019;TOB0494;"PRATO - PRESA D'ACQUA";30
PIEMONTE;TORINO;PAVONE CANAVESE;"BORGATA SANGUIGNOLO 1";PATRIMONIO DISPONIBILE;TO0063;TOB0861;"TERRENO";1310
PIEMONTE;TORINO;PEROSA CANAVESE;"- -";PATRIMONIO DISPONIBILE;TO1370;TOB1281;"TERRENO BOSCOSO";1483
PIEMONTE;TORINO;PERRERO;"VIA GENERALE MARTINAT 10";PATRIMONIO DISPONIBILE;TO1151;TOB0260;"AREA 2 - TERRENO BOSCHIVO - FG. 2 PART. 369";1640
PIEMONTE;TORINO;PERRERO;"VIA GENERALE MARTINAT 10";PATRIMONIO DISPONIBILE;TO1152;TOB0260;"AREA 3 - TERRENO BOSCHIVO - FG. 2 PART. 398";2744
PIEMONTE;TORINO;PERRERO;"VIA GENERALE MARTINAT 10";PATRIMONIO DISPONIBILE;TO1154;TOB0260;"AREA  5 - SERBATOIO IMPIANTO GAS CUCINA MENSA";19
PIEMONTE;TORINO;PERRERO;"VIA GENERALE MARTINAT 10";PATRIMONIO DISPONIBILE;TO1155;TOB0260;"AREA 6 - ANTENNA VVF";1
PIEMONTE;TORINO;PERRERO;"VIA GENERALE MARTINAT 10";PATRIMONIO DISPONIBILE;TO1156;TOB0260;"AREA 7 - CORTILE - FG 2 PART 370 PARTE";8418
PIEMONTE;TORINO;PERRERO;"BORGATA TROSSIERI 6";PATRIMONIO DISPONIBILE;TO0023;TOB0579;"TERRENO";16
PIEMONTE;TORINO;PERRERO;"BORGATA SAN MARTINO  SNC";PATRIMONIO INDISPONIBILE;TO0284;TOB0581;"TERRENO";921
PIEMONTE;TORINO;PERRERO;"STRADA PROVINCIALE DI CHIABRANO 1";PATRIMONIO INDISPONIBILE;TO0540;TOR0009;"GIACIMENTO MINERARIO";1
PIEMONTE;TORINO;PERRERO;"BORGATA FONTANE 1";PATRIMONIO INDISPONIBILE;TO0546;TOR0027;"GIACIMENTO MINERARIO";12050000
PIEMONTE;TORINO;PINEROLO;"Viale Cavalieri D'Italia 6";PATRIMONIO INDISPONIBILE;TO1105;TOB0094;"AREA DI PERTINENZA AI FABBRICATI B-C-D1-D/PARTE";4891,95
PIEMONTE;TORINO;PINEROLO;"Viale Cavalieri D'Italia 6";PATRIMONIO INDISPONIBILE;TO1106;TOB0094;"AREA DI PERTINENZA AI FABBRICATI A-A1-D/PARTE-E-F-G-H";6284
PIEMONTE;TORINO;PINEROLO;"Viale Cavalieri D'Italia 6";PATRIMONIO INDISPONIBILE;TO1107;TOB0094;"NUOVO CAMPO OSTACOLI TANCREDI DI SAVOUROX";13848,75
PIEMONTE;TORINO;PINEROLO;"Viale Cavalieri D'Italia 6";PATRIMONIO INDISPONIBILE;TO1108;TOB0094;"NUOVO CAMPO OSTACOLI TANCREDI DI SAVOUROX";276,62
PIEMONTE;TORINO;PINEROLO;"Viale Cavalieri D'Italia 6";PATRIMONIO INDISPONIBILE;TO1109;TOB0094;"AREA DI PERTINENZA AI FABBRICATI L-M-N-O";9825,16
PIEMONTE;TORINO;PINEROLO;"VIA SALUZZO 219";PATRIMONIO DISPONIBILE;TO0563;TOB0256;"TERRENI";8840
PIEMONTE;TORINO;PINEROLO;"Viale Cavalieri D'Italia 6";PATRIMONIO INDISPONIBILE;TO1111;TOB0670;"AREA 1";5956
PIEMONTE;TORINO;PINEROLO;"Viale Cavalieri D'Italia 6";PATRIMONIO INDISPONIBILE;TO1113;TOB0670;"AREA 3";2210
PIEMONTE;TORINO;PINEROLO;"Viale Mamiani 19";DEMANIO STORICO ARTISTICO;TO1193;TOD0055;"AREA CORTILIZIA SCOPERTA INTERNA ALLA RECINZIONE PART 16";2845
PIEMONTE;TORINO;PINEROLO;"Viale Mamiani 19";DEMANIO STORICO ARTISTICO;TO1194;TOD0055;"AREA URBANA ESTERNA ALLA RECINZIONE - PART 405";240
PIEMONTE;TORINO;PINEROLO;"STRADA GALOPPATOIO -";DEMANIO STORICO ARTISTICO;TO0752;TOD0058;"AREA - TERRENI FG 69 PARTICELLE 66/PARTE, 83,  85, 87";9275
PIEMONTE;TORINO;PINO TORINESE;"VIA SUPERGA SNC";PATRIMONIO DISPONIBILE;TO0598;TOB0034;"TERRENO";18052
PIEMONTE;TORINO;PINO TORINESE;"Strada dell'Osservatorio 20";PATRIMONIO INDISPONIBILE;TO1085;TOB0047;"AREA BOSCHIVA";9104
PIEMONTE;TORINO;PIOBESI TORINESE;"VIA NONE 1";PATRIMONIO DISPONIBILE;TO0257;TOB0760;"TERRENO";746
PIEMONTE;TORINO;PIVERONE;"- -";PATRIMONIO DISPONIBILE;TO1169;TOB1194;"EX EREDITA' GIACENTE BERTOLA GIANNI";1216
PIEMONTE;TORINO;PIVERONE;"- -";PATRIMONIO DISPONIBILE;TO1286;TOB1195;"TERRENI IN LOCALITA VARIE";3924
PIEMONTE;TORINO;POIRINO;"POIRINO 1";PATRIMONIO DISPONIBILE;TO0056;TOB0671;"SEDIME STRADALE";625
PIEMONTE;TORINO;PONT CANAVESE;"LOCALITA TELLARIO -";PATRIMONIO DISPONIBILE;TO0255;TOB0748;"TERRENI";1157
PIEMONTE;TORINO;PONT CANAVESE;"BELO -";PATRIMONIO DISPONIBILE;TO0597;TOB0808;"TERRENI AGRICOLO";1980
PIEMONTE;TORINO;PRALI;"LOCALITA 13 LAGHI -";PATRIMONIO DISPONIBILE;TO0665;TOB0969;"RUDERE DI FABBRICATO";12929
PIEMONTE;TORINO;PRALI;"FRAZIONE VILLA 1";PATRIMONIO INDISPONIBILE;TO0544;TOR0025;"GIACIMENTO MINERARIO";13050000
PIEMONTE;TORINO;PRASCORSANO;"CHIAPPIGNOLO -";PATRIMONIO DISPONIBILE;TO0532;TOB0819;"TERRENI AGRICOLI";2390
PIEMONTE;TORINO;PRATIGLIONE;"FRAZIONE CHIAPPIGNOLO -";PATRIMONIO DISPONIBILE;TO0531;TOB0818;"TERRENI AGRICOLI";3857
PIEMONTE;TORINO;RIVALBA;"- -";PATRIMONIO DISPONIBILE;TO1302;TOB1230;"TERRENI";6001
PIEMONTE;TORINO;RIVALBA;"- -";PATRIMONIO DISPONIBILE;TO1389;TOB1244;"TERRENI AGRICOLI IN RIVALBA";5140
PIEMONTE;TORINO;RIVALTA DI TORINO;"Via Torino -";PATRIMONIO DISPONIBILE;TO1410;TOB1265;"TERRENO";333
PIEMONTE;TORINO;RIVALTA DI TORINO;"Via Monginevro 4";PATRIMONIO DISPONIBILE;TO1448;TOB1266;"TERRENO";64
PIEMONTE;TORINO;RIVAROLO CANAVESE;"VIA TIRO A SEGNO SN";PATRIMONIO DISPONIBILE;TO0836;TOB1012;"TERRENO INCOLTO";11440
PIEMONTE;TORINO;RIVOLI;"CORSO SUSA 189";PATRIMONIO DISPONIBILE;TO1082;TOB0533;"SEDIME STRADALE";2344
PIEMONTE;TORINO;RIVOLI;"CORSO ALCIDE DE GASPERI 88";PATRIMONIO DISPONIBILE;TO1084;TOB0533;"AREA DI SEDIME CENTRALINA DEL GAS";20
PIEMONTE;TORINO;RIVOLI;"VICOLO SAN GRATO -";PATRIMONIO INDISPONIBILE;TO0549;TOV0019;"TERRENO";247
PIEMONTE;TORINO;ROCCA CANAVESE;"VIA CASE COOB snc";PATRIMONIO DISPONIBILE;TO0569;TOB0582;"TERRENO";3730
PIEMONTE;TORINO;ROMANO CANAVESE;"Via Circonvallazione -";PATRIMONIO DISPONIBILE;TO1489;TOB1280;"TERRENO AGRICOLO";1626
PIEMONTE;TORINO;ROMANO CANAVESE;"- -";PATRIMONIO DISPONIBILE;TO1372;TOB1283;"TERRENO AGRICOLO";68
PIEMONTE;TORINO;ROMANO CANAVESE;"Via Sant'Isidoro -";PATRIMONIO DISPONIBILE;TO1464;TOB1284;"BOSCO";471
PIEMONTE;TORINO;ROMANO CANAVESE;"Strada Statale 26 della Valle d'Aosta -";PATRIMONIO DISPONIBILE;TO1466;TOB1286;"TERRENO AGRICOLO";1878
PIEMONTE;TORINO;RONCO CANAVESE;"PIAZZA VITTORIO 26";PATRIMONIO DISPONIBILE;TO0025;TOB0704;"AREA DI FABBRICATO DEMOLITO";107
PIEMONTE;TORINO;ROURE;"ND ND";PATRIMONIO DISPONIBILE;TO1070;TOB1267;"QUOTA 1/2 DI TERRENO";616
PIEMONTE;TORINO;ROURE;"Borgata Villaretto Superiore -";PATRIMONIO DISPONIBILE;TO1449;TOB1268;"TERRENO";305
PIEMONTE;TORINO;ROURE;"Borgata Villaretto Superiore -";PATRIMONIO DISPONIBILE;TO1450;TOB1269;"TERRENO";469
PIEMONTE;TORINO;ROURE;"Borgata Villaretto Superiore -";PATRIMONIO DISPONIBILE;TO1451;TOB1270;"TERRENO";363
PIEMONTE;TORINO;ROURE;"Borgata Villaretto Superiore -";PATRIMONIO DISPONIBILE;TO1452;TOB1271;"TERRENO";989
PIEMONTE;TORINO;ROURE;"Frazione Villaretto -";PATRIMONIO DISPONIBILE;TO1453;TOB1272;"TERRENO";225
PIEMONTE;TORINO;ROURE;"Frazione Villaretto -";PATRIMONIO DISPONIBILE;TO1454;TOB1273;"TERRENO";283
PIEMONTE;TORINO;ROURE;"Frazione Villaretto -";PATRIMONIO DISPONIBILE;TO1455;TOB1276;"TERRENO";433
PIEMONTE;TORINO;ROURE;"BORGATA SERRE 1";PATRIMONIO INDISPONIBILE;TO0542;TOR0013;"GIACIMENTO MINERARIO BOURCET";1982329
PIEMONTE;TORINO;RUEGLIO;"STRADA DELLE VALLIE SNC";PATRIMONIO DISPONIBILE;TO0969;TOB1072;"TERRENO";3007
PIEMONTE;TORINO;SALBERTRAND;"SNC";PATRIMONIO DISPONIBILE;TO0655;TOB0752;"TERRENI";10258
PIEMONTE;TORINO;SAN DIDERO;"SS25 -";PATRIMONIO DISPONIBILE;TO0201;TOB0745;"TERRENI EX SCARICATORE DEI VERNETTI";4128
PIEMONTE;TORINO;SAN FRANCESCO AL CAMPO;"VIA BRUNA 84";PATRIMONIO DISPONIBILE;TO0622;TOB0877;"TERRENI";3007
PIEMONTE;TORINO;SAN GERMANO CHISONE;"N.D. N.D.";PATRIMONIO DISPONIBILE;TO0843;TOB1022;"TERRENO";4293
PIEMONTE;TORINO;SAN GERMANO CHISONE;"BORGATA GARDE 1";PATRIMONIO INDISPONIBILE;TO0619;TOR0012;"GIACIMENTO MINERARIO";4000000
PIEMONTE;TORINO;SAN GERMANO CHISONE;"BORGATA GARDE 1";PATRIMONIO INDISPONIBILE;TO0543;TOR0015;"GIACIMENTO MINERARIO";1
PIEMONTE;TORINO;SAN GIORGIO CANAVESE;"snc";PATRIMONIO DISPONIBILE;TO0092;TOB0791;"TERRENO";5853
PIEMONTE;TORINO;SAN GIORGIO CANAVESE;"-";PATRIMONIO DISPONIBILE;TO0093;TOB0791;"TERRENO";4358
PIEMONTE;TORINO;SAN GIORGIO CANAVESE;"-.";PATRIMONIO DISPONIBILE;TO0094;TOB0791;"TERRENO";208
PIEMONTE;TORINO;SAN GIUSTO CANAVESE;"VICOLO CERUTTI 7";PATRIMONIO DISPONIBILE;TO0595;TOB0792;"TERRENO";221
PIEMONTE;TORINO;SAN MAURO TORINESE;"VIA CROCE 53";PATRIMONIO DISPONIBILE;TO0858;TOB1030;"TERERNO";290
PIEMONTE;TORINO;SAN MAURO TORINESE;"STRADA COMUNALE ALLA BASILICA DI SUPERGA 73";DEMANIO STORICO ARTISTICO;TO0809;TOD0006;"TERRENI ANNESSI ALLA BASILICA DI SUPERGA - AREA 3";39228
PIEMONTE;TORINO;SANT'AMBROGIO DI TORINO;"VIA CASCINA BERTINI 1";PATRIMONIO DISPONIBILE;TO0966;TOB1069;"TERRENO";2020
PIEMONTE;TORINO;SAUZE D'OULX;"VIA CLOTES 74";PATRIMONIO DISPONIBILE;TO0557;TOB0875;"TERRENO";574
PIEMONTE;TORINO;SCARMAGNO;"- -";PATRIMONIO DISPONIBILE;TO1371;TOB1282;"TERRENO AGRICOLO";2566
PIEMONTE;TORINO;SCIOLZE;"REGIONE TETTI SACHERO  1";PATRIMONIO DISPONIBILE;TO0579;TOB0707;"TERRENI A";92630
PIEMONTE;TORINO;SCIOLZE;"STRADA VICOLO SALICETTO 1";PATRIMONIO DISPONIBILE;TO0628;TOB0707;"TERRENI B";7609
PIEMONTE;TORINO;SCIOLZE;"STRADA MARENTINO 1";PATRIMONIO DISPONIBILE;TO0631;TOB0707;"TERRENI C";35810
PIEMONTE;TORINO;SCIOLZE;"STRADA MARENTINO 1";PATRIMONIO DISPONIBILE;TO0632;TOB0707;"TERRENI D";3859
PIEMONTE;TORINO;SCIOLZE;"STRADA MARENTINO 1";PATRIMONIO DISPONIBILE;TO0633;TOB0707;"TERRENO E";12487
PIEMONTE;TORINO;SCIOLZE;"PIAZZA COMUNALE 1";PATRIMONIO DISPONIBILE;TO0634;TOB0707;"BOSCO CEDUO 1";1148
PIEMONTE;TORINO;SCIOLZE;"PIAZZA COMUNALE 1";PATRIMONIO DISPONIBILE;TO0635;TOB0707;"BOSCO CEDUO 2";6384
PIEMONTE;TORINO;SCIOLZE;"CASCINA BOSCHI 1";PATRIMONIO DISPONIBILE;TO0636;TOB0707;"BOSCO CEDUO 3";2578
PIEMONTE;TORINO;STRAMBINO;"snc";PATRIMONIO DISPONIBILE;TO0090;TOB0634;"TERRENO";1188
PIEMONTE;TORINO;STRAMBINO;"STRADALE IVREA SNC";PATRIMONIO DISPONIBILE;TO0606;TOB0916;"TERRENI AGRICOLI";9171
PIEMONTE;TORINO;SUSA;"Via Brunetta 40";PATRIMONIO INDISPONIBILE;TO1140;TOB0401;"CASERMA CASCINO - AREA 3";3161
PIEMONTE;TORINO;SUSA;"Via Brunetta 51";PATRIMONIO INDISPONIBILE;TO1141;TOB0401;"CASERMA CASCINO - AREA 4";7321
PIEMONTE;TORINO;SUSA;"Via Brunetta 51";PATRIMONIO INDISPONIBILE;TO1142;TOB0401;"CASERMA CASCINO - AREA 5";4596
PIEMONTE;TORINO;SUSA;"VIA BRUNETTA SNC";PATRIMONIO DISPONIBILE;TO0166;TOB0563;"TERRENO";3917
PIEMONTE;TORINO;SUSA;"VIA ARGENTERA -";PATRIMONIO DISPONIBILE;TO0030;TOB0687;"TERRENO";76
PIEMONTE;TORINO;SUSA;"CORSO CARLO ALBERTO DALLA CHIESA  2";PATRIMONIO INDISPONIBILE;TO0795;TOB0966;"AREA DI PERTINENZA AI FABBRICATI ADIBITI A CASERMA ED ALLOGGI DI SERVIZIO";2548,8
PIEMONTE;TORINO;SUSA;"VIA DELLA CONSOLATA 1";DEMANIO STORICO ARTISTICO;TO0534;TOD0012;"ANFITEATRO ROMANO";5530
PIEMONTE;TORINO;TORINO;"VIA SANT'OTTAVIO 15";PATRIMONIO INDISPONIBILE;TO0560;TOB0154;"SEDIME DI FABBRICATO";11672
PIEMONTE;TORINO;TORINO;"VIA DELLA BROCCA 9";PATRIMONIO DISPONIBILE;TO0740;TOB0173;"STRADA PUBBLICA";859
PIEMONTE;TORINO;TORINO;"CORSO MONTE CUCCO     44";PATRIMONIO DISPONIBILE;TO0110;TOB0201;"TERRENO";1961
PIEMONTE;TORINO;TORINO;"CORSO POTENZA 2";PATRIMONIO DISPONIBILE;TO0130;TOB0249;"TERRENO";300
PIEMONTE;TORINO;TORINO;"Via Domenico Cimarosa 33";PATRIMONIO DISPONIBILE;TO1102;TOB0354;"PIAZZALE INTERNO";18894
PIEMONTE;TORINO;TORINO;"VIA SANTA MARIA MAZZARELLO 30 20";PATRIMONIO DISPONIBILE;TO0188;TOB0428;"TERRENO COLTIVATO";867
PIEMONTE;TORINO;TORINO;"STRADA DEL DROSSO 235";PATRIMONIO DISPONIBILE;TO0069;TOB0439;"TERRENO";3196
PIEMONTE;TORINO;TORINO;"CORSO BELGIO 14";PATRIMONIO INDISPONIBILE;TO0890;TOB0565;"OPIFICIO MILITARE - SEDIME FABBRICATO DEMOLITO";15
PIEMONTE;TORINO;TORINO;"CORSO BELGIO 14";PATRIMONIO INDISPONIBILE;TO0891;TOB0565;"OPIFICIO MILITARE - SEDIME FABBRICATO DEMOLITO";83
PIEMONTE;TORINO;TORINO;"CORSO BELGIO 14";PATRIMONIO INDISPONIBILE;TO0892;TOB0565;"OPIFICIO - SEDIME DI FABBRICATO DEMOLITO";50
PIEMONTE;TORINO;TORINO;"CORSO BELGIO 14";PATRIMONIO INDISPONIBILE;TO0893;TOB0565;"OPIFICIO MILITARE - SEDIME FABBRICATO DEMOLITO";52
PIEMONTE;TORINO;TORINO;"DALLA DIGA DELLA PELLERINA AL PROLUNGAMENTO DEL CORSO M.GRAP -";PATRIMONIO DISPONIBILE;TO0570;TOB0593;"TERRENO";46404
PIEMONTE;TORINO;TORINO;"CORSO MORTARA 1";PATRIMONIO DISPONIBILE;TO0729;TOB0594;"TERRENI";5731
PIEMONTE;TORINO;TORINO;"LUNGO DORA FIRENZE 1";PATRIMONIO DISPONIBILE;TO0730;TOB0595;"TERRENI";11619
PIEMONTE;TORINO;TORINO;"VIA POLIZIANO -";PATRIMONIO DISPONIBILE;TO0573;TOB0596;"TERRENI";50813
PIEMONTE;TORINO;TORINO;"VIA ROCCO SCOTELLARO 71";PATRIMONIO DISPONIBILE;TO0574;TOB0603;"TERRENI";46970
PIEMONTE;TORINO;TORINO;"PIAZZA BORGO DORA -";PATRIMONIO INDISPONIBILE;TO0228;TOB0631;"TERRENO";191
PIEMONTE;TORINO;TORINO;"VIA FOLIGNO 97";PATRIMONIO DISPONIBILE;TO0027;TOB0680;"TERRENO";312
PIEMONTE;TORINO;TORINO;"CORSO POLONIA 14";PATRIMONIO INDISPONIBILE;TO0586;TOB0743;"AREA URBANA";1160
PIEMONTE;TORINO;TORINO;"STRADA BASSE DI STURA 1";PATRIMONIO DISPONIBILE;TO0803;TOB0991;"TERRENO";149
PIEMONTE;TORINO;TORINO;"Strada Comunale Santa Margherita 36";DEMANIO STORICO ARTISTICO;TO1097;TOD0005;"TERRENI";19130
PIEMONTE;TORINO;TORINO;"STRADA BASILICA DI SUPERGA 73";DEMANIO STORICO ARTISTICO;TO0807;TOD0006;"TERRENI ANNESSI ALLA BASILICA DI SUPERGA - AREA 1";41128
PIEMONTE;TORINO;TORINO;"Corso Regio Parco -";DEMANIO STORICO ARTISTICO;TO1202;TOD0053;"TERRENO RELIQUATO PARTICELLA  N.147";64
PIEMONTE;TORINO;TORINO;"CORSO GALILEO FERRARIS 168";PATRIMONIO INDISPONIBILE;TO0548;TOV0010;"PARCO";302683
PIEMONTE;TORINO;TORRAZZA PIEMONTE;"STRADA GORETTA 1";PATRIMONIO INDISPONIBILE;TO0553;TOR0030;"GIACIMENTO MINERARIO";324900
PIEMONTE;TORINO;TRANA;"- -";PATRIMONIO DISPONIBILE;TO1292;TOB1198;"TERRENI";2518
PIEMONTE;TORINO;TRANA;"- -";PATRIMONIO DISPONIBILE;TO1293;TOB1199;"TERRENI";1243
PIEMONTE;TORINO;TRANA;"- -";PATRIMONIO DISPONIBILE;TO1295;TOB1200;"TERRENI";761
PIEMONTE;TORINO;TRANA;"- -";PATRIMONIO DISPONIBILE;TO1296;TOB1201;"TERRENI";522
PIEMONTE;TORINO;TRANA;"- -";PATRIMONIO DISPONIBILE;TO1294;TOB1202;"TERRENI";180
PIEMONTE;TORINO;TRANA;"- -";PATRIMONIO DISPONIBILE;TO1297;TOB1203;"TERRENO";731
PIEMONTE;TORINO;TRANA;"- -";PATRIMONIO DISPONIBILE;TO1298;TOB1204;"TERRENI";3764
